14.19343745868804,81.05806735048687,-3060
14.19247854963062,81.05511239348488,-3059
14.19151630656928,81.05222843833202,-3058
14.1885799948208,81.05037876858684,-3060
14.18529125668528,81.04872421038661,-3061
14.18167488840751,81.04818704195519,-3064
14.17790525727194,81.04799642142697,-3068
14.17450351412841,81.04874527584124,-3073
14.17107944928665,81.05140526630956,-3080
14.16937718564856,81.05421915802685,-3085
14.16851635201562,81.05764414089577,-3089
14.16792587694335,81.06115465494321,-3092
14.16760935225999,81.06468012168642,-3095
14.1678117976779,81.06745436079397,-3096
14.16890869820315,81.0715525841925,-3096
14.17163167753188,81.07474705484832,-3093
14.17644236964322,81.0760705775847,-3087
14.18069054042116,81.07630065721453,-3081
14.18498160602188,81.07433595138363,-3076
14.18782973512138,81.07101731907618,-3072
14.18988459921585,81.06843534155745,-3068
14.19125009442133,81.06454043705642,-3065
14.19163119851083,81.0586625863219,-3062
14.19095553435938,81.0561830411396,-3061
14.18999293482893,81.05386784149691,-3061
14.18786773074105,81.05181349619966,-3061
14.18541399065633,81.0507473906804,-3063
14.18331161413363,81.05031088616082,-3064
14.18114531990305,81.04976321285477,-3066
14.17827731084477,81.04932145376316,-3069
14.17548832323922,81.05006910799897,-3073
14.17359319913265,81.05104443344068,-3076
14.17189197627109,81.0529998556604,-3080
14.17070984629125,81.05570161660836,-3084
14.16993714021648,81.05925171561897,-3088
14.16946409325398,81.06306973442337,-3092
14.16924132275539,81.0660753255961,-3094
14.16991057663229,81.06934499973875,-3094
14.17107700124741,81.07174364661068,-3093
14.17390715242357,81.07362181197708,-3090
14.17754548955291,81.07399869034937,-3085
14.18179111944591,81.07408506778454,-3079
14.18552997006819,81.07180789186872,-3074
14.187582729071,81.06911589080346,-3071
14.18849997601546,81.06682967168521,-3069
14.18930363041937,81.06403432979118,-3067
14.18981655800741,81.06147493323928,-3066
14.18993274860097,81.05918169781158,-3064
14.18827128369797,81.05553530115526,-3063
14.18521172604473,81.05267615227443,-3064
14.1819356641474,81.05203265481269,-3067
14.17918279059437,81.05206390294119,-3070
14.17720865078023,81.051849778409,-3072
14.1746061228674,81.0530384124887,-3076
14.17329706150726,81.05480061952947,-3080
14.17223871441499,81.0564200756809,-3083
14.17159285977198,81.05946773889787,-3086
14.17105555504405,81.06245105604717,-3089
14.17086014834831,81.0654601885998,-3091
14.17124222108333,81.06747076236665,-3091
14.17253747583995,81.0711216763168,-3091
14.17527829056028,81.0723920834267,-3087
14.17950155440731,81.0728667922979,-3082
14.18193730796437,81.0718853339221,-3078
14.18421848042822,81.07060498834485,-3076
14.18624819382888,81.06783144561831,-3072
14.18702728439914,81.06551056132895,-3071
14.18750537404222,81.06298889120966,-3069
14.18774050151314,81.05991077598297,-3067
14.18630848174671,81.05671770791918,-3066
14.18509137648837,81.05505087598769,-3066
14.1826912003924,81.0544176564624,-3068
14.17954861751571,81.05394910007935,-3071
14.17709561969768,81.05467883206491,-3074
14.17531873706867,81.0561379250972,-3078
14.17400687405519,81.05845085391965,-3082
14.17284349194627,81.06113462967264,-3086
14.17263667802874,81.06410516965057,-3088
14.1727697566546,81.06620160572481,-3089
14.17325982224713,81.06818062726516,-3089
14.1753759797546,81.07035187731745,-3087
14.17804047720621,81.07116047086302,-3083
14.18127037931196,81.07085949435138,-3079
14.18310991447495,81.06948432561248,-3076
14.18478593204482,81.06744955693706,-3074
14.18546066844085,81.06476530341567,-3072
14.18581302592795,81.06270489895297,-3071
14.18569959059584,81.05981883167075,-3069
14.18401238517506,81.0574999928172,-3069
14.18182435776212,81.05636710300243,-3070
14.17873632476623,81.05664234753215,-3074
14.17655828463889,81.05845961198587,-3078
14.17526104189798,81.0615651417237,-3082
14.17424602592742,81.06462313347377,-3086
14.17530314796668,81.06837586050924,-3086
14.17918564580124,81.07018231140664,-3081
14.18292303872497,81.06816343718144,-3076
14.18368752923452,81.06429961935284,-3074
14.18439672251454,81.06071979410972,-3071
14.1823054492693,81.0582583962369,-3071
14.17916679550389,81.05873926426072,-3075
14.1767428677863,81.06092940818606,-3080
14.17573636207358,81.06427087101896,-3083
14.17641451705837,81.06795656606809,-3084
14.18023250924009,81.06871456608471,-3079
14.18198998320633,81.06755277046634,-3077
14.18261572696568,81.06367845574617,-3074
14.18240401203025,81.06078415024105,-3073
14.1802582244475,81.06054906996803,-3075
14.17818464719113,81.06125487935991,-3078
14.1769120285424,81.06392847223324,-3081
14.17838426280024,81.06724270078455,-3081
14.18035278543132,81.067032519214,-3079
14.1812436883957,81.06432971475837,-3076
14.18075846894154,81.06184629181242,-3075
14.17863994046524,81.06269262352268,-3079
14.17941801389014,81.06498249313624,-3079
